num_variables,num_initialized_vars,num_nonzero_initialized_vars,num_uint8,num_uint256,num_loops,num_payable_functions,num_mappings,num_arrays,gas_cost,optimization_level
1,0,0,0,0,0,0,0,0,0,0
101,6,0,0,39,3,0,3,0,0,0
106,10,2,1,23,3,0,2,0,0,1
61,13,3,0,52,1,2,4,0,0,1
38,1,0,1,14,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
31,1,0,1,11,0,0,3,0,0,0
45,3,0,0,27,1,0,3,0,0,0
186,10,0,0,18,7,0,6,0,0,0
74,0,0,1,1,5,0,3,0,0,0
201,17,0,0,76,17,3,5,0,0,0
236,0,0,4,8,13,1,1,0,0,0
117,5,0,0,42,3,0,3,0,0,0
59,9,0,0,0,1,0,3,0,0,0
100,8,0,0,47,6,0,4,0,0,0
74,0,0,1,1,0,0,3,0,0,0
125,17,4,0,2,17,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
145,50,0,2,91,10,0,6,0,0,0
267,18,0,1,100,17,2,5,0,0,0
108,11,0,0,67,4,0,1,0,0,0
132,10,0,3,38,4,1,4,0,0,0
46,1,1,1,17,0,0,3,0,0,1
75,0,0,1,1,7,0,3,0,0,0
1,1,0,0,0,0,0,0,0,0,0
94,4,0,0,39,1,0,4,0,0,0
49,1,0,1,14,4,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
73,5,0,0,28,1,1,3,0,0,0
101,6,0,0,39,3,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
145,5,0,1,39,3,0,4,0,0,0
74,0,0,1,1,5,0,3,0,0,0
45,3,0,0,27,1,0,3,0,0,0
207,53,8,6,0,20,7,3,0,0,0
74,0,0,1,1,3,0,3,0,0,0
34,0,0,1,12,5,0,3,0,0,0
85,5,0,0,6,4,1,4,0,0,0
142,9,0,1,51,5,1,5,0,0,0
11,0,0,1,4,1,0,1,0,0,0
93,7,1,2,44,3,0,4,0,0,1
31,14,0,0,0,7,0,0,0,0,0
16,0,0,0,0,0,0,1,0,0,0
90,18,5,4,44,12,1,3,0,0,0
147,9,0,2,65,26,2,4,0,0,0
48,1,0,1,14,6,0,3,0,0,0
89,3,0,0,37,3,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
10,0,0,0,3,0,0,0,0,0,0
75,14,0,1,41,0,0,3,0,0,0
136,11,0,1,51,9,1,4,0,0,0
103,4,0,0,37,3,0,3,0,0,0
119,23,1,2,34,2,1,3,0,0,1
481,31,0,30,142,56,0,11,0,0,0
121,5,0,1,20,0,0,7,0,0,0
32,4,0,0,19,3,1,1,0,0,0
74,2,0,1,35,2,2,0,0,0,0
156,50,0,5,94,13,0,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0
203,16,0,0,81,23,3,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0
55,1,0,1,14,7,0,4,0,0,0
168,7,1,1,1,14,1,5,0,0,0
23,4,0,0,1,0,0,1,0,0,0
94,3,0,0,34,4,0,4,0,0,0
417,70,1,0,316,49,6,12,0,0,0
91,4,0,0,36,3,0,3,0,0,0
56,0,0,2,20,1,0,3,0,0,0
155,10,0,0,73,3,1,5,0,0,0
61,0,0,1,19,7,0,3,0,0,0
29,1,0,1,9,1,0,3,0,0,0
246,11,0,4,103,4,1,2,0,0,0
61,0,0,1,19,7,0,3,0,0,0
399,46,0,0,201,13,3,8,0,0,0
256,36,5,3,135,12,3,9,0,0,0
71,4,0,1,33,1,0,3,0,0,0
31,1,0,1,11,0,0,3,0,0,0
59,10,2,1,19,0,0,1,0,0,1
99,3,0,1,31,11,1,3,0,0,0
68,1,0,0,0,3,0,3,0,0,0
55,3,0,1,32,5,0,4,0,0,0
76,4,0,1,18,5,0,4,0,0,0
56,7,0,0,38,1,0,4,0,0,0
72,4,0,1,33,0,0,5,0,0,0
144,11,0,1,2,1,0,3,0,0,0
33,0,0,0,16,3,0,2,0,0,0
101,6,0,1,48,4,0,3,0,0,0
106,15,0,0,53,1,1,3,0,0,0
90,4,0,0,34,3,0,3,0,0,0
37,0,0,1,11,4,0,3,0,0,0
78,4,0,1,42,5,1,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
222,6,0,3,31,11,1,1,0,0,0
431,66,2,2,33,55,0,17,0,0,0
15,1,0,0,5,0,0,0,0,0,0
64,1,0,1,22,2,0,3,0,0,0
132,10,0,4,57,9,2,5,1,0,0
150,14,0,0,69,24,1,4,0,0,0
151,18,4,1,37,5,0,5,0,0,0
108,3,1,1,41,4,0,3,0,0,0
20,3,0,0,8,0,0,0,0,0,0
114,5,0,0,42,3,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
140,0,0,0,2,7,0,3,0,0,0
87,14,2,0,58,3,3,4,0,0,1
76,2,0,0,33,1,1,5,0,0,0
45,12,0,1,18,0,1,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
108,5,0,1,39,6,0,4,0,0,0
144,6,0,0,57,8,0,4,0,0,0
223,25,5,7,19,7,2,18,0,0,0
102,2,0,4,36,6,0,3,0,0,0
83,4,0,1,15,1,0,2,0,0,0
25,1,0,0,10,0,3,1,0,0,0
156,12,0,0,48,7,1,4,0,0,0
56,0,0,1,16,1,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
47,1,0,1,13,6,0,3,0,0,0
242,25,0,3,41,10,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
90,15,4,1,28,2,0,4,0,0,1
40,5,0,0,25,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
50,0,0,1,18,5,0,3,0,0,0
96,2,0,1,36,3,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
464,30,0,2,23,15,0,10,0,0,0
120,6,0,2,38,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
62,4,1,1,19,3,4,4,0,0,1
92,3,0,0,6,4,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
9,1,0,0,0,1,0,0,0,0,0
284,14,0,0,115,30,7,13,0,0,0
34,0,0,1,12,5,0,3,0,0,0
93,9,0,0,0,13,0,4,0,0,0
189,15,0,1,39,4,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
100,5,0,0,56,11,1,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
25,1,0,0,0,1,0,3,0,0,0
114,9,1,0,44,2,1,3,0,0,1
117,5,0,1,40,3,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
111,17,1,2,0,10,2,2,0,0,0
52,1,0,1,15,6,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
8,1,0,0,0,0,1,3,0,0,0
140,27,7,6,75,2,1,6,0,0,1
70,6,0,0,32,1,0,4,0,0,0
287,80,5,12,18,47,8,3,0,0,0
138,9,0,0,37,5,0,6,0,0,0
179,22,2,4,102,4,1,4,0,0,0
17,0,0,0,8,0,0,1,0,0,0
67,2,0,1,21,4,1,4,0,0,0
3,0,0,0,0,0,0,0,0,0,0
36,3,0,0,2,0,4,2,0,0,0
40,5,0,0,25,1,0,0,0,0,0
32,2,0,9,1,2,0,1,0,0,0
116,7,2,1,3,8,0,4,0,0,0
118,6,0,0,57,4,1,3,0,0,0
43,1,0,1,12,6,0,3,0,0,0
138,8,0,4,10,16,1,3,0,0,0
386,71,1,0,305,47,3,12,0,0,0
25,1,1,1,15,0,0,1,0,0,1
74,0,0,1,1,5,0,3,0,0,0
129,5,0,1,44,3,0,3,0,0,0
21,2,0,0,3,8,0,3,0,0,0
74,2,0,1,22,8,1,4,0,0,0
126,5,0,1,43,3,0,3,0,0,0
61,6,6,0,28,0,0,0,0,0,1
145,12,0,2,46,6,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
156,6,0,0,38,7,0,5,0,0,0
61,0,0,1,19,7,0,3,0,0,0
147,50,0,2,91,9,0,6,0,0,0
204,8,0,6,16,1,1,10,0,0,0
17,2,0,1,0,6,1,1,0,0,0
47,0,0,2,13,6,0,3,0,0,0
34,8,0,0,15,4,0,0,0,0,0
42,4,0,4,0,0,0,2,0,0,0
74,0,0,1,1,5,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
54,0,0,3,17,0,0,4,0,0,0
33,6,0,0,2,5,0,1,0,0,0
64,0,0,0,16,5,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
56,1,0,0,0,4,0,1,0,0,0
11,0,0,0,5,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
57,1,0,1,14,6,0,4,0,0,0
155,20,0,3,38,9,1,3,0,0,0
73,5,0,0,28,1,1,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
73,7,0,0,16,2,2,2,0,0,0
110,3,0,1,14,4,1,9,0,0,0
33,3,0,1,12,0,0,3,0,0,0
75,4,1,1,32,2,0,3,0,0,1
11,0,0,0,2,0,1,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
77,3,0,0,31,1,0,3,0,0,0
666,96,1,7,52,57,4,19,0,0,0
676,66,0,10,51,60,2,17,0,0,0
91,2,0,1,35,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
88,14,3,0,61,3,1,4,0,0,1
125,2,0,1,38,4,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
11,0,0,0,5,0,0,0,0,0,0
119,7,0,4,5,6,0,1,0,0,0
74,0,0,1,1,5,0,3,0,0,0
98,3,0,0,38,11,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
104,2,0,0,0,4,0,7,0,0,0
74,0,0,1,1,5,0,3,0,0,0
107,12,2,1,35,5,1,3,0,0,0
45,3,0,0,27,1,0,3,0,0,0
14,1,0,2,2,1,2,0,0,0,0
44,1,0,1,16,0,0,3,0,0,0
53,1,1,1,17,0,0,4,0,0,1
81,5,0,1,34,6,1,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
60,0,0,1,19,2,0,3,0,0,0
153,30,0,0,82,14,2,3,0,0,0
58,0,0,1,20,6,0,1,0,0,0
132,18,2,8,27,6,1,6,0,0,0
223,16,0,0,9,26,6,8,0,0,0
40,5,0,0,25,1,0,0,0,0,0
207,6,0,1,0,11,0,13,0,0,0
40,5,0,0,25,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
64,12,1,0,42,5,7,1,0,0,0
204,8,0,6,16,1,1,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
48,1,0,1,11,5,0,3,0,0,0
28,1,0,0,11,0,0,3,0,0,0
69,10,0,0,37,2,0,2,0,0,0
26,1,0,0,8,1,0,0,0,0,0
10,0,0,1,5,1,0,3,0,0,0
55,4,0,1,25,2,0,3,0,0,0
67,2,0,1,20,9,1,4,0,0,0
101,6,0,0,39,3,0,3,0,0,0
135,6,0,1,48,4,1,3,0,0,0
45,3,0,0,27,1,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
164,7,0,2,11,23,7,3,0,0,0
70,6,0,0,41,4,1,0,0,0,0
72,8,1,0,37,0,0,3,0,0,1
100,5,0,0,35,4,1,3,0,0,0
133,9,1,0,56,7,1,4,0,0,0
61,0,0,0,19,0,0,3,0,0,0
8,0,0,0,3,0,0,0,0,0,0
51,0,0,1,18,0,0,3,0,0,0
139,34,5,0,79,15,0,10,0,0,0
65,0,0,0,21,5,0,5,0,0,0
74,0,0,1,1,5,0,3,0,0,0
7,0,0,0,0,0,2,0,0,0,0
253,12,0,0,1,5,0,10,0,0,0
115,7,0,2,0,3,1,5,0,0,0
4,0,0,0,0,0,0,0,0,0,0
386,71,1,0,305,47,3,12,0,0,0
322,10,0,0,23,31,0,11,0,0,0
150,5,0,0,12,12,0,5,0,0,0
89,4,0,1,36,3,0,3,0,0,0
124,1,0,1,25,8,0,1,0,0,0
26,0,0,1,9,0,0,3,0,0,0
57,14,1,38,1,3,1,1,0,0,1
61,0,0,1,19,7,0,3,0,0,0
49,2,1,1,18,1,0,3,0,0,1
146,3,0,1,40,5,0,4,0,0,0
1,0,0,0,0,0,0,0,0,0,0
60,3,0,1,32,5,0,4,0,0,0
23,1,0,0,0,1,0,0,0,0,0
52,1,0,1,15,6,0,3,0,0,0
203,13,1,26,71,14,0,5,0,0,0
112,10,0,1,47,5,0,4,0,0,0
113,6,1,1,40,8,0,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
92,4,0,0,36,3,0,3,0,0,0
11,0,0,0,2,2,1,0,0,0,0
123,13,0,0,29,5,1,4,0,0,0
46,1,0,1,13,6,0,3,0,0,0
112,2,0,0,41,3,0,3,0,0,0
92,8,0,0,51,11,1,2,0,0,0
85,0,0,1,1,5,0,3,0,0,0
63,1,0,1,21,0,0,3,0,0,0
17,0,0,0,0,0,0,2,0,0,0
56,0,0,2,20,1,0,3,0,0,0
273,27,0,0,105,11,1,9,0,0,0
28,1,0,1,8,0,0,3,0,0,0
104,4,0,0,34,3,0,6,0,0,0
12,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
69,2,0,1,21,9,1,4,0,0,0
59,2,0,0,0,16,0,2,0,0,0
151,12,2,1,1,7,1,5,0,0,0
431,66,2,2,33,55,0,17,0,0,0
101,7,0,3,41,2,1,2,0,0,0
72,3,0,1,22,9,3,4,0,0,0
86,5,0,1,39,1,0,3,0,0,0
77,4,0,0,41,3,0,3,0,0,0
146,4,0,1,40,1,0,11,0,0,0
100,4,0,0,59,9,0,0,0,0,0
48,1,0,1,14,6,0,3,0,0,0
1,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,1,0,0,0
127,5,0,1,50,7,0,4,0,0,0
46,1,0,1,12,6,0,3,0,0,0
358,32,0,12,20,32,2,10,0,0,0
74,0,0,1,1,5,0,3,0,0,0
51,1,0,3,19,7,1,4,0,0,0
89,4,0,1,36,3,0,3,0,0,0
24,0,0,1,8,0,0,3,0,0,0
70,3,0,1,21,8,1,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
90,2,0,0,34,3,0,3,0,0,0
207,10,0,1,87,18,0,6,0,0,0
24,0,0,1,8,0,0,3,0,0,0
197,14,0,1,86,9,1,5,0,0,0
171,7,0,0,62,15,0,5,0,0,0
27,0,0,0,12,0,0,3,0,0,0
170,0,0,0,33,4,0,3,0,0,0
268,20,1,0,90,15,0,4,0,0,0
87,9,0,0,0,11,0,4,0,0,0
204,8,0,6,16,1,1,10,0,0,0
157,10,0,2,34,12,0,6,0,0,0
111,4,0,0,37,3,0,3,0,0,0
39,1,0,0,20,1,0,3,0,0,0
34,5,0,0,16,2,0,1,0,0,0
99,4,0,1,37,3,0,3,0,0,0
35,1,0,1,11,4,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
26,4,0,0,9,0,0,0,0,0,0
78,4,0,1,35,6,0,4,0,0,0
122,3,0,1,43,7,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
108,5,0,1,39,6,0,4,0,0,0
15,3,0,0,0,0,0,0,0,0,0
70,2,0,1,21,9,1,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
48,1,0,1,14,6,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
307,95,10,28,1,34,9,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
61,2,0,1,3,5,0,2,0,0,0
95,9,0,1,38,7,1,3,0,0,0
140,8,0,1,52,5,1,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
38,2,0,0,8,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
29,1,0,1,9,1,0,3,0,0,0
143,10,0,3,39,5,0,6,0,0,0
56,6,0,1,26,2,0,3,0,0,0
108,5,0,1,39,6,0,4,0,0,0
74,0,0,1,1,0,0,3,0,0,0
87,9,0,0,0,11,0,4,0,0,0
71,3,0,0,7,1,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
58,2,0,2,14,7,0,3,0,0,0
100,5,0,0,38,3,0,3,0,0,0
151,5,0,0,39,4,0,3,0,0,0
278,13,2,34,38,10,0,5,0,0,0
4,0,0,0,2,0,0,0,0,0,0
63,3,0,0,32,1,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
182,11,1,2,11,32,7,4,0,0,0
139,34,5,0,79,15,0,10,0,0,0
236,0,0,4,8,13,1,1,0,0,0
40,5,0,0,25,1,0,0,0,0,0
139,13,0,0,40,6,0,4,0,0,0
48,2,1,1,14,4,0,3,0,0,0
41,1,0,0,3,0,0,3,0,0,0
108,6,0,0,36,4,1,3,0,0,0
8,3,1,0,0,1,0,0,0,0,1
38,0,0,2,14,0,0,3,0,0,0
145,50,0,2,91,10,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0
76,4,0,1,34,1,0,3,0,0,0
45,3,0,0,27,1,0,3,0,0,0
80,3,0,0,34,4,0,3,0,0,0
155,8,0,1,46,3,0,5,0,0,0
237,29,2,41,32,25,0,3,0,0,0
167,2,0,1,54,5,0,7,0,0,0
59,3,0,1,18,3,1,4,0,0,0
89,6,0,0,49,5,2,3,0,0,0
44,1,0,0,21,1,0,0,0,0,0
58,0,0,1,18,2,0,3,0,0,0
20,6,0,2,0,5,0,0,0,0,0
76,0,0,1,1,6,0,3,0,0,0
67,13,3,4,0,5,1,4,0,0,0
408,106,5,69,58,47,7,4,0,0,0
2,1,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
30,0,0,0,0,3,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
16,2,0,0,6,0,0,0,0,0,0
51,0,0,1,18,0,0,3,0,0,0
112,10,0,0,49,1,1,4,0,0,0
30,1,0,1,9,3,0,3,0,0,0
130,6,0,0,44,5,1,4,0,0,0
140,13,0,0,0,13,0,6,0,0,0
40,5,0,0,25,1,0,0,0,0,0
421,55,1,9,126,31,2,15,0,0,0
153,53,0,2,89,9,0,6,0,0,0
43,6,0,0,19,1,0,3,0,0,0
100,10,0,0,0,11,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
50,0,0,1,18,0,0,3,0,0,0
28,6,0,0,18,2,0,1,0,0,0
74,0,0,1,1,5,0,3,0,0,0
105,4,0,2,44,2,0,4,0,0,0
164,16,0,0,88,10,4,6,0,0,0
47,6,0,1,30,9,0,0,0,0,0
115,10,0,0,0,13,0,6,0,0,0
47,1,0,1,13,4,0,3,0,0,0
61,0,0,2,19,5,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
31,1,0,1,11,0,0,3,0,0,0
115,2,0,1,41,4,0,4,0,0,0
43,5,0,0,22,1,1,0,0,0,0
108,6,0,2,35,0,0,5,0,0,0
69,8,1,1,54,0,1,4,0,0,1
152,16,0,36,15,6,0,8,0,0,0
59,1,0,1,0,1,0,3,0,0,0
4,0,0,0,0,0,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
98,14,4,0,0,17,0,3,0,0,0
82,4,0,1,34,2,1,4,0,0,0
45,0,0,3,14,7,0,4,0,0,0
376,46,1,22,124,45,10,5,0,0,0
1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
184,10,0,4,81,8,2,4,0,0,0
74,0,0,1,1,5,0,3,0,0,0
138,5,0,2,45,3,1,3,0,0,0
133,6,0,1,52,4,1,3,0,0,0
93,3,0,0,19,1,0,4,0,0,0
84,3,0,1,37,3,0,4,0,0,0
132,48,0,2,0,9,1,3,0,0,0
29,1,1,1,9,1,0,3,0,0,1
30,1,0,1,12,3,0,3,0,0,0
170,14,0,4,62,3,2,11,0,0,0
1,0,0,0,0,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
68,5,0,1,31,4,3,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,24,0,0,5,0,0,0
74,0,0,1,1,5,0,3,0,0,0
131,4,0,1,45,4,0,3,0,0,0
127,12,0,1,40,3,0,3,0,0,0
501,11,1,0,223,4,4,1,0,0,0
64,14,3,0,55,2,3,4,0,0,1
18,2,0,0,0,2,0,0,0,0,0
124,15,1,2,62,6,3,5,0,0,0
72,2,0,1,24,6,0,3,0,0,0
142,2,0,7,49,0,1,9,0,0,0
2,0,0,0,0,0,1,1,0,0,0
28,1,0,0,11,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
352,27,1,1,33,9,1,12,0,0,0
74,0,0,1,1,5,0,3,0,0,0
64,1,0,1,22,2,0,3,0,0,0
101,4,0,0,0,5,0,4,0,0,0
10,0,0,1,5,1,0,3,0,0,0
335,27,0,7,184,43,0,13,0,0,0
87,9,0,0,0,11,0,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
10,1,0,0,0,0,0,1,0,0,0
32,0,0,0,0,0,0,3,0,0,0
53,3,0,1,16,0,0,3,0,0,0
57,0,0,2,21,0,0,3,0,0,0
386,66,1,0,300,47,4,12,0,0,0
92,2,0,2,36,3,0,3,0,0,0
46,1,0,0,13,4,0,3,0,0,0
60,4,1,1,28,3,0,3,0,0,1
217,17,0,1,101,16,3,8,0,0,0
16,0,0,0,0,2,0,1,0,0,0
23,0,0,0,0,0,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
19,5,1,0,0,1,0,0,0,0,1
74,0,0,1,1,5,0,3,0,0,0
141,18,0,2,5,15,0,6,0,0,0
21,0,0,0,0,0,0,1,0,0,0
118,6,0,0,35,3,1,3,0,0,0
130,7,0,1,50,5,0,4,0,0,0
374,16,2,16,107,19,0,28,0,0,0
77,8,0,0,0,1,1,3,0,0,0
262,45,6,4,169,18,1,1,0,0,0
74,0,0,1,1,5,0,3,0,0,0
349,28,0,0,153,50,0,6,0,0,0
20,1,0,0,2,1,0,0,0,0,0
353,17,0,2,113,33,3,12,0,0,0
31,1,0,1,10,5,0,3,0,0,0
138,20,2,0,69,7,4,8,0,0,0
40,5,0,0,25,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
185,6,0,5,64,18,0,5,0,0,0
48,1,0,1,14,6,0,3,0,0,0
61,5,0,0,28,4,0,0,0,0,0
101,6,0,0,39,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
337,87,12,9,1,35,9,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
386,71,1,0,305,47,3,12,0,0,0
61,3,0,1,33,1,0,3,0,0,0
61,7,0,0,15,5,0,0,0,0,0
61,1,0,1,21,7,0,3,0,0,0
186,10,0,0,18,7,0,6,0,0,0
386,71,1,0,305,47,3,12,0,0,0
137,6,0,0,25,10,0,4,0,0,0
31,3,0,0,14,2,0,5,0,0,0
73,5,0,0,36,1,0,3,0,0,0
10,0,0,1,5,1,0,3,0,0,0
38,1,0,1,10,6,0,3,0,0,0
56,1,0,0,24,1,0,3,0,0,0
8,0,0,1,5,0,1,0,0,0,0
39,1,0,0,0,0,2,0,0,0,0
105,9,0,0,35,5,3,3,0,0,0
139,5,0,0,46,4,0,4,0,0,0
20,3,0,0,0,0,0,0,0,0,0
62,0,0,1,20,8,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
26,7,0,0,0,3,0,0,0,0,0
331,15,0,0,30,16,0,9,0,0,0
54,0,0,1,12,1,0,7,0,0,0
57,1,1,1,0,0,0,3,0,0,0
61,0,0,1,19,2,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
463,85,5,51,118,45,6,8,0,0,0
61,0,0,1,19,5,0,3,0,0,0
47,1,0,1,13,4,0,3,0,0,0
91,3,0,2,0,20,3,3,0,0,0
19,0,0,1,8,0,1,1,0,0,0
3,1,0,0,0,1,0,0,0,0,0
10,0,0,1,5,1,0,3,0,0,0
51,1,0,3,19,7,1,4,0,0,0
80,7,0,0,33,2,1,3,0,0,0
41,9,0,1,2,1,0,3,0,0,0
152,4,0,0,47,5,1,4,0,0,0
150,18,0,0,73,4,1,4,0,0,0
126,0,0,0,4,14,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
201,12,0,1,94,10,1,5,0,0,0
18,1,0,1,6,0,0,3,0,0,0
101,6,0,0,39,3,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
54,0,0,3,17,0,0,4,0,0,0
90,3,0,0,22,2,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
213,57,5,11,1,35,8,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
163,5,0,2,3,26,7,4,0,0,0
56,1,0,2,20,6,0,3,0,0,0
185,16,0,17,83,5,0,6,0,0,0
40,5,0,0,25,1,0,0,0,0,0
86,3,0,0,37,4,0,4,0,0,0
299,36,8,1,110,8,0,8,0,0,0
168,23,2,3,83,8,0,4,0,0,0
55,2,0,1,21,0,0,3,0,0,0
59,2,0,1,21,1,1,4,0,0,0
215,25,0,2,39,20,0,5,0,0,0
42,3,0,1,17,0,1,3,0,0,0
200,19,0,7,39,8,0,7,0,0,0
24,0,0,0,0,0,1,3,0,0,0
70,6,0,0,32,1,0,4,0,0,0
139,9,0,0,27,4,0,3,0,0,0
147,12,0,0,25,4,0,4,0,0,0
104,6,0,1,38,3,0,3,0,0,0
52,3,0,1,32,2,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
72,1,0,1,2,4,0,3,0,0,0
35,0,0,0,0,4,0,2,0,0,0
60,4,1,1,19,1,4,4,0,0,1
64,1,0,1,22,8,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
76,0,0,1,1,1,0,3,0,0,0
161,16,0,1,51,35,2,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
48,1,0,1,14,6,0,3,0,0,0
51,4,1,0,0,4,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
87,9,0,0,0,11,0,4,0,0,0
7,1,0,0,3,1,0,0,0,0,0
76,0,0,1,1,6,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
176,12,0,3,60,12,2,4,0,0,0
83,1,0,1,36,0,0,3,0,0,0
90,10,0,0,47,8,0,1,0,0,0
145,8,0,2,44,5,1,3,0,0,0
47,9,0,0,29,5,1,1,0,0,0
145,50,0,2,91,9,0,6,0,0,0
121,3,0,0,20,1,1,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
65,7,0,0,33,5,2,1,0,0,0
89,3,0,0,6,4,0,3,0,0,0
53,3,0,2,30,0,0,4,0,0,0
48,1,0,1,14,6,0,3,0,0,0
203,53,5,10,0,28,6,3,0,0,0
90,2,0,1,35,3,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
107,5,0,11,65,6,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
64,2,0,1,15,0,1,3,0,0,0
135,4,0,1,45,3,0,4,0,0,0
74,4,0,1,26,1,0,3,0,0,0
21,1,0,0,9,0,0,0,0,0,0
64,1,0,1,22,8,0,3,0,0,0
10,0,0,1,5,1,0,3,0,0,0
78,9,0,1,35,2,1,1,0,0,0
180,11,0,1,69,7,2,3,0,0,0
10,0,0,1,5,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
8,2,0,0,0,1,0,0,0,0,0
54,6,0,0,45,0,0,0,0,0,0
